title,company,location,salary,job_type,date_listed,description,url,search_keyword
Medior/Senior Data Engineer (Web Scrapping),NucleusX B.V,South Denpasar,Rp 12.000.000 – Rp 18.000.000 per month,,4h ago,"Medior/Senior Data Engineer (Web Scrapping) 📍 Location: Denpasar, Bali, Indonesia (On-site) 💼 Employment Type: Full-time 💰 Salary: IDR 10M - 18M (depending on experience) About the Role We are looking for a Medior/Senior Data Engineer to join our team in Bali. In this role, you will play a key part in building and scaling production-grade web scrapers and supporting the Lead Data Engineer in technical decisions, project planning, and team coordination. You will also mentor junior and medior engineers while ensuring best practices are followed. Responsibilities Lead the development and maintenance of scalable, production-grade web scrapers. Design, build, and maintain reusable scraper libraries and frameworks. Define coding standards, workflows, and processes with the Lead Engineer. Implement robust monitoring, testing, and alerting systems to ensure reliability. Manage and optimize cloud infrastructure (AWS/GCP/Azure) for large-scale scraping workloads. Optimize compute, storage, and proxy usage for performance and cost efficiency. Mentor and review code of junior and medior engineers. Collaborate with stakeholders to prioritize backlog items and integrate scraper outputs into pipelines. Act as second in command to the Lead Data Engineer for technical and project support. Requirements Must-Have Skills: Strong proficiency in Python and SQL , with hands-on web scraping experience. Deep knowledge of frameworks like Scrapy, Playwright, Selenium , and anti-bot strategies. Experience designing reusable libraries, coding standards, and modular scraper frameworks. Proficiency with cloud infrastructure (AWS/GCP/Azure), including compute, storage, and security basics. Experience with Docker & Kubernetes for containerization and orchestration. Familiarity with CI/CD pipelines, Git workflows, and IaC tools (Terraform/CloudFormation). Strong debugging, performance tuning, and large-scale scraper optimization skills. Excellent English communication skills (written & verbal). Nice-to-Have Skills: Workflow orchestration (Airflow, Prefect, Dagster). Observability/monitoring tools (Prometheus, Grafana, CloudWatch, ELK). Cost optimization in cloud and proxy-heavy workloads. Knowledge of data governance, RBAC, and compliance. Exposure to downstream data engineering pipelines (ETL/ELT, APIs, databases). Why You’ll Love Working Here Be part of a data-driven company that values curiosity, precision, and impact. Collaborate with talented data engineers and analysts to solve real business challenges. Based in beautiful Bali , working directly on-site with a passionate and talented team. If relocating from other parts of Indonesia, we offer one-time reimbursement for flights and relocation expenses .",https://id.jobstreet.com/job/90741308?type=standard&ref=search-standalone&origin=cardTitle#sol=f4a0078685bd5d31b061714bdd2ef99c9dc3bea8,data scientist
Data Modeler,PT Nityo Infotech,Central Jakarta,Rp 20.000.000 – Rp 25.000.000 per month,,5h ago,"Role Description: Data Modeler  play a key role in designing and implementing data models that support Omantel’s data-driven initiatives. As a Data Modeler, you will work closely with our data architects, data analysts, and business stakeholders to understand their data requirements and translate them into logical and physical data models. You will also be responsible for ensuring the accuracy, completeness, and consistency of our data models, as well as maintaining their documentation and metadata. Your expertise in data modeling tools and techniques, as well as your ability to communicate complex data concepts to non-technical stakeholders, will be critical to the success of our data-driven projects. Responsibilities ·         Develop and maintain complex data models for business data analysis and reporting purposes. ·         Collaborate with stakeholders and cross-functional teams to understand data requirements and design appropriate data models that align with business needs. ·         Evaluate and recommend data modeling tools and technologies to improve efficiency and accuracy of data modeling processes. ·         Create and maintain data dictionaries and metadata repositories to ensure consistency and integrity of data models. ·         Identify and resolve data model performance issues to optimize database performance and enhance overall system functionality. ·         Document and communicate data model designs and standards to ensure understanding and compliance across the organization. ·         Stay current with industry best practices and trends in data modeling and incorporate new techniques and methodologies into our data modeling processes. Required Skills & Experience Strong understanding of SQL and data modeling concepts Proficiency in data modeling tools such as PowerDesigner Experience in designing and implementing database structures Ability to create and maintain conceptual, logical, and physical data models Familiarity with data warehousing and ETL processes Knowledge of industry best practices for data modeling and database design Ability to collaborate with cross-functional teams to gather and analyze data requirements- Experience in performance tuning and optimization of database queries Strong analytical and problem-solving skills Excellent communication and documentation skills. Able to interact effectively both internally and externally. A self-starter",https://id.jobstreet.com/job/90740106?type=standard&ref=search-standalone&origin=cardTitle#sol=e2859e171ccd722e476126fb4edaead3b16a605b,data scientist
Database Engineer (Telco),PT Nityo Infotech,Central Jakarta,Rp 20.000.000 – Rp 25.000.000 per month,,5h ago,"Role Overview The Mid-Senior Database Engineer (Telecom Domain) will lead the design, optimization, and governance of large-scale telecom databases across OSS/BSS, network analytics, and customer data platforms. This role requires deep telecom domain expertise, advanced SQL engineering, and hands-on experience with cloud-based data ecosystems. Key Responsibilities - Architect and optimize high-volume telecom databases (e.g., BigQuery, PostgreSQL, Oracle). - Lead TM Forum SID–aligned data modeling, metadata lineage creation, and governance. - Design scalable schemas for CDRs, subscriber data, network KPIs, billing, CRM and product catalog. - Drive performance tuning, query optimization, and data reliability engineering. - Implement high-availability, DR, RTO/RPO strategies for mission-critical telecom workloads. - Mentor junior engineers and support cross-functional Architecture/SME teams. - Oversee integration of DB layers with OSS/BSS, Data Lake, mediation, and analytics systems. - Ensure data security, access governance, and telecom compliance controls. - Lead root-cause analysis for performance degradation and production incidents. Required Skills & Experience - 5–9 years of experience in Database Engineering, with at least 3 years in telecom. - Strong SQL mastery, data modeling, and optimization skills. - Expertise in BigQuery, PostgreSQL, MySQL, Oracle or equivalent. - Deep understanding of OSS/BSS, telecom data domains, TM Forum SID. - Experience designing schemas for telecom datasets (CDRs, charging, billing, network KPIs). - Hands-on cloud experience (GCP preferred). - Knowledge of metadata/lineage tools (Erwin, Collibra). - Strong troubleshooting, analytical reasoning, and stakeholder communication. - Ability to lead design sessions and guide junior team members. Qualifications - Bachelor's or Master's degree in Computer Science, IT, Telecom, or related field. - Relevant cloud certification (GCP/AWS/Azure) preferred. - Telecom industry project experience is mandatory.",https://id.jobstreet.com/job/90740060?type=standard&ref=search-standalone&origin=cardTitle#sol=d04a54c596bb21cc65ce3fe8d93d383073902035,data scientist
Senior Data Engineer,PT. LOTTE INNOVATE INDONESIA,Cilegon,,,5h ago,"What you'll be doing Architect and implement data ingestion, processing, and storage pipelines using the latest technologies and best practices Develop efficient and reliable ETL (Extract, Transform, Load) processes to ensure data quality and consistency Optimise data storage, querying, and analysis capabilities to meet the evolving needs of our data-driven products and services Collaborate with cross-functional teams, including data scientists and business analysts, to understand and address their data requirements Monitor and maintain the performance and reliability of our data infrastructure, identifying and resolving issues as they arise Participate in the design and implementation of data governance policies and standards Stay up-to-date with the latest trends and technologies in the data engineering field, and implement innovative solutions to drive continuous improvement What we're looking for 8+ years of hands-on experience in data engineering, with a strong background in designing and building large-scale data pipelines Proficient in data engineering tools and technologies, such as Apache Spark, Kafka, Airflow, Hadoop, and cloud-based data platforms (e.g., AWS, GCP, Azure) Expertise in data modelling, data warehousing, and ETL processes, with a deep understanding of data architecture best practices Proven experience in optimising data processing and storage for performance and scalability Strong problem-solving and analytical skills, with the ability to translate business requirements into technical solutions Excellent communication and collaboration skills, with the ability to work effectively with cross-functional teams A bachelor's degree in Computer Science, Information Technology, or a related field",https://id.jobstreet.com/job/90739884?type=standard&ref=search-standalone&origin=cardTitle#sol=1da89acd22bf9dd8c780959fd464b0244f184845,data scientist
Senior AI Engineer,PT. LOTTE INNOVATE INDONESIA,Cilegon,,,5h ago,"What you'll be doing Design, develop, and implement complex AI models and algorithms to solve real-world problems Collaborate with cross-functional teams to understand business requirements and translate them into effective AI-powered solutions Continuously research and evaluate the latest AI techniques and technologies to enhance our capabilities Optimise AI models for performance, scalability, and efficiency Participate in the testing, deployment, and maintenance of AI applications Mentor and guide junior team members to foster a culture of continuous learning and improvement What we're looking for Minimum 8 years of experience in developing advanced AI/ML systems and applications Proficient in machine learning frameworks like TensorFlow, PyTorch, or Keras Strong programming skills in Python, as well as experience with SQL and cloud computing platforms Demonstrated expertise in computer vision, natural language processing, or other relevant AI domains Excellent problem-solving, analytical, and critical thinking skills Ability to effectively communicate technical concepts to both technical and non-technical stakeholders Passion for staying up-to-date with the latest advancements in AI and a willingness to learn and grow",https://id.jobstreet.com/job/90739557?type=standard&ref=search-standalone&origin=cardTitle#sol=f0fdbb8014b02c684e1d121fc14ee9f3145fdfa4,data scientist
Master Data Analyst,PT Amman Mineral Nusa Tenggara,West Sumbawa,,,5h ago,"Working Location : Site Based - West Sumbawa Working Schedule : Roster 4:2 Some of your duties will include: Maintain and manage asset and master data in SAP to ensure accuracy, consistency, and alignment with business requirements. Support the enhancement of asset management processes by ensuring data integrity and compliance with site requirements and industry best practices. Assist in developing, monitoring, and reporting on Asset Management (AM) KPIs using SAP to support data-driven decision-making. Ensure asset and master data within SAP is structured, standardized, and governed according to company policies and best practices. Collaborate with stakeholders to resolve data discrepancies in SAP and implement corrective actions where required. Assist in AM auditing processes by validating SAP data accuracy and ensuring compliance with asset management standards. Follow safe work practices in alignment with Amman EHS policies. Provide data insights and analysis through SAP to support asset management and operational decision-making. Strategic and Operational Accountabilities Assist in optimizing SAP master data management processes and tools to drive measurable business improvements. Engage with internal stakeholders to ensure SAP master data governance aligns with Amman’s strategy. Support data validation, cleansing, and maintenance within SAP CMMS and ERP systems. Assist in SAP issue resolution related to asset and master data management. Work closely with Procurement, Inventory, IS, and Project teams to optimize SAP data-related processes. Contribute to the continuous improvement of SAP asset data management strategies. Implement and maintain leading indicators for SAP data quality and governance. Reduce data inconsistencies and improve SAP master data integrity through proactive data management. What skills and experience do you need? 3+ years of experience in Master Data, Asset Management, or Maintenance with a focus on asset data management, auditing, and reporting in the Processing, Mining, or similar industries. Experience in SAP master data management, including creation, modification, validation, and governance. Training, certification, or hands-on experience in SAP engineering data management. 2+ years of experience working with SAP asset master data and reliability data in Processing, Mining, or similar industries. Hands-on experience with SAP master data maintenance, validation, and governance processes. Additional Personal Attributes Strong analytical skills with a detail-oriented approach to SAP data management. Effective communication and collaboration skills. Initiative-taking, adaptable, and willing to continuously improve SAP data processes. Ability to build positive working relationships across multiple teams. Passion for SAP data integrity, accuracy, and continuous improvement. Flexibility to adapt to changing SAP data requirements and business needs. Capability to work in both office and field environments as needed Please be aware of certain frauds or misinformation regarding recruitment advertising on behalf of amman.co.id We never ask for any payments whatsoever from applicants or candidates during the recruitment process. We never ask applicants or candidates to use specific travel agent services to make arrangements for transportation and accommodation during the recruitment process.",https://id.jobstreet.com/job/90738344?type=standard&ref=search-standalone&origin=cardTitle#sol=dc9f44bd647ff12fb50c62ec975354662a4b2da4,data scientist
PDCA,PT Batik Sukses Sejahtera,Cirebon,Rp 2.800.000 – Rp 3.300.000 per month,,6h ago,"Deskripsi Pekerjaan: Mengidentifikasi masalah operasional melalui analisis data, observasi lapangan, dan input dari stakeholder. Membuat perencanaan proyek (timeline, resource, target KPI, dan indikator keberhasilan). Membuat report kegiatan dan activity plan secara periodic pada atasan Melakukan sosialisasi dan training internal terkait perubahan proses. Menganalisis efektivitas perbaikan melalui evaluasi KPI, biaya, waktu proses, defect rate, atau parameter lain. Membuat laporan hasil evaluasi kepada manajemen. Berkoordinasi dengan departemen terkait untuk memastikan sustainability dari perbaikan proses. Kualifikasi: Pendidikan minimal S1 dari semua jurusan. Mampu melakukan analisis data dan problem-solving berbasis metode kuantitatif maupun kualitatif. Terampil mengolah data (Excel/Google Sheet). Komunikatif dan mampu bekerja lintas departemen. Memiliki kemampuan manajemen proyek dan penyusunan laporan.",https://id.jobstreet.com/job/90736140?type=standard&ref=search-standalone&origin=cardTitle#sol=5750de8747acafd67fe4eb09567c1deaea52bc08,data scientist
Actuarial Pricing and Portfolio Monitoring,PT Chubb General Insurance Indonesia,Indonesia,,,19h ago,"Perform data analytics and portfolio monitoring by tracking key performance metrics and providing insights or recommendations. Design and price new products or partnerships, and support the product filing process with OJK by collaborating with Underwriting, Product, and Distribution teams. Provide regular portfolio monitoring reports for both Management and Regulatory requirements. Maintain and update the actuarial database to ensure data accuracy. Assist with reserving activities and audit reviews. Support the Head of Actuary in strategic projects and ad-hoc analysis. Minimum 2 years of experience in the actuarial science field. Fresh graduates with a bachelor’s degree in Mathematics, Actuarial Science, or Statistics from a reputable university are welcome to apply. Have passed actuarial exams is an advantage. Advanced working knowledge and hands-on experience with SQL. Proficient in data analysis and data visualization tools/software such as Excel, Python, or R. Strong understanding of statistical modeling or machine learning techniques (e.g., hypothesis testing, regression, logistic regression, random forest, etc.). Fluent in both spoken and written English.",https://id.jobstreet.com/job/90727336?type=standard&ref=search-standalone&origin=cardTitle#sol=8945a98d73ac364485ba9815e2f02d989894b136,data scientist
PMO Administrator,Datalec Precision Installations Pte Ltd,Batam,,,19h ago,"Job Summary: Datalec Precision Installations (DPI) is a leading provider of data centre design, supply, build, and managed services. We are committed to delivering seamless and integrated solutions for data centre operators worldwide. Our team is dedicated to maintaining high standards of service and excellence in every project we undertake. We are seeking a PMO Administrator to join our team.  This role supports the Senior Project Manager and project teams, you will play a crucial role in providing coordination and support to operational teams. Your responsibilities will encompass various aspects, including documentation management, system administration, stakeholder relations, and organisational support. Core Duties & Responsibilities Collaborate with the management team to fulfil internal reporting requirements, ensuring accuracy and quality of data, within the dedicated deadlines. Assist the Senior Project Lead to maintain and monitor Business as Usual (BAU) project schedules. Track work hours, budgets, and expenditures. Facilitate customer invoicing processes. Support management teams with administration tasks as and when required, including organising training, maintaining project records, timesheet collation. Communicating with project stakeholders to ensure the project needs are met. Assist with purchase order processing and tender activities and bid-operational tenders. Coordinate system file structures and permissions within SharePoint. Provide support on systems such as Salesforce, Eque2, and SharePoint to navigate management system environments. Ensure that health and safety documentation, project records and training are up to date. Record meeting minutes and follow up on action items. Contribute towards identifying and helping drive performance, implementation of savings opportunities, and efficiencies, maximising customer and Company revenue. Assist with office/site duties and any other ad-hoc tasks as required to ensure the smooth running of the project. Represent the business, upholding our core values and behaviours with all internal and external customers, clients and third parties Maintain business and client confidentiality, adhering to applicable Data Protection regulations and Information Security Standards in line with company, and group policies and procedures. Qualifications: Skills and Experience ·         Experience of working on bids, tenders and project delivery. ·         Strong Organisational and time management skills. ·         Analytical abilities and problem-solving aptitude. ·         Excellent communicator and customer focused approach. ·         A high attention to detail with excellent literacy and numeracy skills. ·         Thrive in a busy environment. ·         Ability to remain calm and professional under pressure to meet deadlines. ·         Have excellent skills on CRM (sales force) or similar operating systems, including Microsoft 365 applications such as Excel, Word and Powerpoint. Values & Behaviours: DPI Values Dedication                Precision                   Integrity Behaviours · Inspiration - Has a clear vision of where to go and the ability to articulate it. Empowers people to implement our vision and strategy. Great communicator who captures the imagination, generating trust and commitment. · Team Spirit - Thinks about ""we"" not ""me""; we do this together. Brings purpose to the team to make it a cohesive unit. Knows when to seek help and when to give it. Prepared to take action to address issues for the good of the team and celebrate others' successes. · Self-Awareness - Emotionally intelligent; has empathy for others and gets the best out of people by meeting them on their terms. Great at building rapport with colleagues and customers; knows that their behavior impacts on the performance of others and adapts approach to achieve the best results. · Achievement - Always striving to be the best and consistently delivers. High performer: bringing high energy, competence and making the right decisions to get things done. · Tenacity - Relentless in the pursuit of their goals. Excellent at solving problems and overcoming obstacles; seeing the challenges before others see them and taking action, to avoid them becoming problems. Sees setbacks as opportunities and becomes stronger in adversity. · Influence - Highly skilled at getting others committed to the goal. Confident, enthusiastic and encourages creativity. Understands the needs of stakeholders and as a result, engages them. Our Vision ·      To compete at the highest standards in data centre fit-out, MEP construction and managed services throughout Europe and beyond. Our Mission ·      Continue to develop and deliver products and services unparalleled in terms of quality. ·      Retain our clients, broaden our breadth of service identifying closely with their changing requirements. ·      Execute a robust H&S and Wellbeing strategy.  Consider and implement wherever possible initiatives that relate to environmental improvements. Our Strategy · People - Build an organisation capable of managing the business we will become.  Recruit and retain and develop the best industry professionals.  Health, Safety and Wellbeing remain paramount, for our employees and clients. · Products - must address an industry need. We must have differentiators such as assured quality, modularisation, and off-site construction techniques. Datalec’s commitment to quality is unsurpassed in the industry, we seek perfection.  New products and services must be delivered to the same exacting standards. · Purpose - relates both to our clients and our organisation. We need to understand both how to be able to confidently present our solutions and product strategy to the market. Separately, we create a working environment that promotes and rewards employees fairly, actively supporting a culture of transparency and mutual respect.",https://id.jobstreet.com/job/90727011?type=standard&ref=search-standalone&origin=cardTitle#sol=9656103788a7d0a99f3eaa1575845359a64aecd1,data scientist
Data Specialist - Jakarta,Xiaomi Technology,Jakarta,,,20h ago,"Job Responsibilities Develop, maintain, and optimize sales dashboards to support data-driven decision-making. Monitor daily/weekly/monthly sales performance (Sell-in / Sell-out), inventory turnover, channel performance, and store-level results. Conduct in-depth analysis on regions, product lines, channel structure, and sales productivity, identifying gaps and providing actionable insights. Support target breakdown, sales tracking, and variance analysis to ensure goal achievement. Perform post-promotion analysis and evaluate ROI and resource allocation effectiveness. Collaborate cross-functionally with Sales, Channel, and Supply Chain teams to ensure data accuracy and consistency. Support BI system enhancement and data process improvement when needed. Qualifications Bachelor’s degree or above (Statistics, Mathematics, Business Analytics, Information Management, or related fields preferred). Minimum 3 years of experience in Sales Operations or Data Analysis; background in 3C consumer electronics (mobile phones, home appliances, digital devices, etc.) is highly preferred. Strong proficiency in Excel (advanced formulas, pivot tables, logical functions); experience with Power BI, Tableau, or similar dashboard tools is a plus. Strong analytical mindset with the ability to translate data into structured insights and business recommendations. Experience supporting regional sales teams or channel management is preferred. Good communication skills and ability to work closely with frontline sales teams. Gender is not limited; able to work in a fast-paced environment and handle pressure.",https://id.jobstreet.com/job/90726077?type=standard&ref=search-standalone&origin=cardTitle#sol=af32fb84174e0f6c226b80724d53a913ccd73a7a,data scientist
BI Platform Engineer - Data Dev (Loc: Jakarta Utara),PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta,,,22h ago,"Contract 3 Month - Extendable Requirements: 1. Min S1 (Min GPA 3.00) 2. Technical Skill: a. Experience in using Power BI b. Solid knowledge and understanding of Transact-SQL Basic -> Query language (Select, From, Where Group by, Having), Join, Basic Logic (case, when) c. Familiar with GCP and Big Data d. Create simple technical doc e. Attention to detail: Accuracy in ensuring data validity between sources (databases) and reports (dashboards). f. High analytical and problem-solving skills 3. Interpersonal and Communication skills a. Excellent interpersonal (verbal and written) communication skills are required to support working in project environments that include internal team. b. Hardworking and having multitasking capability Jobdesc: 1. Migrate existing semantic model source from Cloudera/ Fabric to GCP 2. Ensuring data validity from migrated semantic model with comparative data 3. Prepare any documents related to the migration",https://id.jobstreet.com/job/90728811?type=standard&ref=search-standalone&origin=cardTitle#sol=d61bf0221ee9a1efe1647d1926b103a4378ee8d3,data scientist
Cloud & Endpoint Security Administrator,PT Simplify Consulting Indonesia,Jakarta,,,22h ago,"About Simplify Simplify is an AI-first technology company building next-generation enterprise platforms across AI, automation, data, and cloud. We work with leading banks, enterprises, and global clients to deliver modern AI-powered solutions including intelligent automation, GenAI platforms, and cloud-native systems. As we scale rapidly, we are strengthening internal security and platform governance to support enterprise-grade operations. Role Overview We are hiring a Cloud & Endpoint Security Administrator to own and manage Simplify’s digital workplace and access governance across devices, identities, repositories, and cloud platforms . This role ensures secure access to company systems while enabling teams—especially engineers—to work efficiently and safely. Key Responsibilities Identity & Access Management Manage user lifecycle ( joiner, mover, leaver ) processes Create and manage company users, emails, and access permissions Implement Role-Based Access Control (RBAC) Enforce MFA and security policies Manage SSO integrations across platforms Endpoint & Device Management Manage Windows laptops using Microsoft Intune / Endpoint Manager Enforce device compliance and security policies Configure BitLocker encryption , Microsoft Defender , and updates Perform remote device lock, reset, or wipe when required Deploy approved applications and configurations Cloud Access Governance Manage access and roles across: AWS (IAM Identity Center / IAM) Microsoft Azure Google Cloud (basic IAM) Ensure a least-privilege access model Support onboarding/offboarding access for engineering teams GitHub / GitLab Administration Manage repository access and team permissions Configure branch protection and security policies Maintain secrets and access controls Support secure development workflows Security & Compliance Operations Monitor device and access compliance Perform periodic access reviews Support internal security best practices Respond to security or device incidents Required Skills & Experience 3–6 years experience in IT Administration, Cloud Administration, or Identity Management Strong hands-on experience with: Microsoft Entra ID (Azure AD) Microsoft Intune / Endpoint Manager Microsoft 365 administration Experience managing access in AWS or Azure cloud environments Experience with GitHub or GitLab administration Understanding of endpoint security and Zero Trust principles Familiarity with developer environments and tooling Preferred Qualifications (Nice to Have) Microsoft SC-300 (Identity & Access Administrator) AZ-104 or equivalent Azure certification AWS Cloud Practitioner / Associate certification Experience in SaaS or technology companies Exposure to security compliance practices What Success Looks Like (First 90 Days) All company laptops centrally managed via Intune Standardized onboarding/offboarding process in place RBAC implemented across AWS & Git Secure device and identity policies enforced Improved visibility and governance across systems Why Join Simplify Work directly with leadership in a fast-scaling AI-first company Exposure to modern cloud, AI, and enterprise technologies Opportunity to build security and platform governance from the ground up Fast-growth environment with real ownership",https://id.jobstreet.com/job/90724366?type=standard&ref=search-standalone&origin=cardTitle#sol=ffbd78aafbbbc3cb8674f34ad50806e84fceeb2a,data scientist
