title,company,location,salary,job_type,date_listed,description,url,search_keyword
Technical Support Engineer,PT IBMC Business Group,Jakarta,Rp 9.000.000 – Rp 13.000.000 per month,,4h ago,"IBMC stands as a prominent Business Management Consulting Company in Indonesia, dedicated to propelling business achievements. We offer a comprehensive range of services tailored to meet the diverse needs of both local and international businesses. This role will be managed directly under IBMC to support our client based in Bali within the SaaS and IT Services sector. We are looking for a highly skilled Technical Support Engineer to bridge the gap between our complex IT solutions and our global users. This is a fully remote position that requires a commitment to working during Pacific Standard Time (PST) hours (GMT-8) to support our international client base. If you have a strong technical foundation and a passion for solving puzzles, you will thrive in this role. Responsibilities Technical Troubleshooting: Respond to and resolve complex technical inquiries, issues, and requests related to our products and services in a timely manner. Problem Resolution: Identify, troubleshoot, and provide effective solutions for technical bottlenecks involving cloud infrastructure and web applications. Documentation: Maintain accurate, detailed, and up-to-date records of all customer interactions, technical issues, and successful resolutions within our support system. Product Knowledge: Continuously deepen your expertise in our evolving product suite and services to provide superior technical guidance. Feedback Loop: Provide ongoing, data-driven input to our internal engineering team to help improve and develop our products based on real-world customer demands and pain points. Requirements Experience: Minimum of 2 years of proven experience in IT or technical customer support roles. Technical Foundation: Solid knowledge of Amazon Web Services (AWS) , Web Development, Programming Logic, and Computer Networks. Language Proficiency: Excellent English communication skills, both verbal and written (mandatory for international client interaction). Analytical Thinking: Exceptional problem-solving skills and the ability to maintain composure and efficiency under pressure. Shift: Must be able and willing to work according to Pacific Standard Time (PST) / Los Angeles time zone (GMT-8). From 5PM - 2AM Jakarta time Preferred Skill: Background or proficiency in programming (coding) is highly preferred to better assist in technical debugging. Benefits & Perks Competitive Compensation: Salary package aligned with the technical nature of the role and shift requirements. Remote Work: Fully remote setup allowing you to work from anywhere in Indonesia. Career Advancement: Direct management and professional development support from IBMC. Global Exposure: Opportunity to work with international stakeholders and cutting-edge SaaS technologies. Health & Wellness: Health Insurance coverage (BPJS or equivalent) and other standard company perks.",https://id.jobstreet.com/job/90742523?type=standard&ref=search-standalone&origin=cardTitle#sol=30417d2da358440c64d4d1f145a18bfc3fd39a00,data engineer
Data Architect (GCP),PT Nityo Infotech,Central Jakarta,,,4h ago,"1) Designs end-to-end data pipelines, defines ETL/ELT strategies, and ensures efficient, reliable data flow across GCP services. 2) Good skilful profiles are required to handle our strategic customer. 3) Should be senior practitioner/senior level.",https://id.jobstreet.com/job/90742410?type=standard&ref=search-standalone&origin=cardTitle#sol=0b74c537e71a389bb1b3f61afac38a4447935fbf,data engineer
Full Stack Developer,PT. Berca Hardayaperkasa,Jakarta,,,4h ago,"Placement: E-commerce Company Employment status: Contract Job Description Mempelajari dan memahami existing system Warehouse & Order Management berbasis .NET (C#) . Melakukan analysis terhadap source code legacy untuk memahami flow order booking, integration, dan transaction process. Mengidentifikasi dan melakukan root cause analysis terhadap issue seperti double order, missing order, dan booking anomaly. Mengembangkan improvement dan bug fixing pada sistem warehouse dan order management. Mengembangkan dan meningkatkan integrasi API antara ERP, Warehouse System, dan Conveyor System. Membangun automation tools untuk monitoring system seperti log monitoring, issued item API, dan auto-close mechanism. Melakukan SQL analysis dan optimization untuk meningkatkan stabilitas dan performa sistem. Membuat technical documentation dan system blueprint untuk meningkatkan maintainability sistem. Melakukan testing, monitoring, dan troubleshooting pada production environment. Memberikan support pada periode high transaction / peak period (misalnya double date campaign). Requirments Minimal 3–5 tahun pengalaman sebagai Software Engineer / Fullstack Developer. Memiliki pengalaman kuat dalam .NET Framework / .NET Core menggunakan C# . Memiliki kemampuan SQL Server yang kuat (query optimization, debugging, log analysis). Berpengalaman menangani production issues dan troubleshooting sistem berskala besar . Berpengalaman dalam API integration (REST API) dan system integration. Terbiasa bekerja dengan legacy code dan dokumentasi terbatas . Memahami konsep concurrency, transaction handling, dan data consistency . Memiliki kemampuan analytical thinking dan problem solving yang kuat. Mampu membuat technical documentation dan system flow dengan baik. Mampu bekerja dalam environment high availability dan high transaction system .",https://id.jobstreet.com/job/90742333?type=standard&ref=search-standalone&origin=cardTitle#sol=d91d62cc94853b0132fb705009441844659d8c34,data engineer
Maintenance Planner,PT. Glopac Indonesia Plant Cirebon,Cirebon Regency,,,4h ago,"Kualifikasi: ·         Pendidikan minimal D3/S1 Teknik Mesin / Elektro / Industri atau sejenis ·         Terampil menggunakan Microsoft Office (terutama Excel/Spreadsheet) ·         Mampu mengoperasikan AutoCAD (membaca & membuat drawing teknik) ·         Memahami dasar TPM (Total Productive Maintenance) ·         Memiliki kemampuan troubleshooting mesin produksi ·         Memahami pengelolaan dan kontrol stok sparepart ·         Teliti, sistematis, dan mampu bekerja secara tim ·         Pengalaman di industri manufaktur menjadi nilai tambah Tanggung Jawab: ·         Melaksanakan dan mendukung kegiatan preventive & corrective maintenance ·         Melakukan analisa awal terhadap kerusakan mesin (basic troubleshooting) ·         Mengelola dan mengontrol stok sparepart ·         Membuat serta mengupdate drawing teknik (AutoCAD) ·         Menginput dan mengolah data maintenance (downtime, breakdown, TPM) ·         Membantu monitoring performa mesin (OEE & reliability) ·         Menyusun laporan administrasi maintenance secara berkala",https://id.jobstreet.com/job/90742011?type=standard&ref=search-standalone&origin=cardTitle#sol=ed6f6ffaf47ef18164a68b38c204ade2ca9634b2,data engineer
Electrical Engineer / Teknisi Listrik,PT China Construction Yangtze River Indonesia,Jakarta,Rp 5.500.000 – Rp 6.500.000 per month,,4h ago,"Instalasi dan Pemeliharaan Melakukan instalasi sistem listrik di lapangan. Melakukan inspeksi, pemeliharaan, dan perbaikan sistem listrik secara berkala. Analisis dan Pemecahan Masalah Mendiagnosis masalah teknis pada sistem listrik dan memberikan solusi yang tepat. Melakukan analisis risiko dan mitigasi terkait sistem listrik. Pengelolaan Proyek Berkoordinasi dengan tim lintas fungsi seperti mekanik, sipil, dan manajemen proyek. Memastikan proyek selesai sesuai jadwal, anggaran, dan standar kualitas. Kepatuhan terhadap Peraturan Memastikan semua pekerjaan sesuai dengan peraturan keselamatan dan standar industri yang berlaku (SNI, IEC, atau standar lainnya). Mengelola dokumen teknis dan laporan sesuai kebutuhan proyek. Qualifications & Experience Pendidikan Minimal S1 Teknik Elektro / SMA/SMK atau bidang terkait. Pengalaman Kerja Minimal 3 tahun pengalaman sebagai Electrical Engineer, terutama di bidang Data Center, konstruksi. Pengalaman dalam desain dan instalasi sistem kelistrikan adalah nilai tambah. Keahlian Teknis Memahami prinsip kerja sistem kelistrikan, termasuk arus kuat dan arus lemah. Kemampuan melakukan instalasi kabel Kualifikasi Tambahan Sertifikasi terkait kelistrikan, seperti SKA Elektrikal (Ahli Teknik Tenaga Listrik) atau setara, adalah nilai tambah. Pengetahuan tentang PLC, SCADA, atau sistem kontrol lainnya adalah keunggulan. Soft Skills Kemampuan komunikasi dan kerja tim yang baik. Problem-solving dan kemampuan analitis yang kuat. Manajemen waktu dan kemampuan bekerja di bawah tekanan. Bahasa Fasih berbahasa inggris, kemampuan bahasa Inggris yang baik (tertulis dan lisan) akan menjadi nilai tambah.",https://id.jobstreet.com/job/90741896?type=standard&ref=search-standalone&origin=cardTitle#sol=65abdfc08ded126ec5f30d3747be855401369e1d,data engineer
INVENTORY CONTROL ENGINEER (MEDAN AREA),PT PP London Sumatra Indonesia.Tbk,Medan,Rp 4.500.000 – Rp 6.500.000 per month,,4h ago,"Tugas & Tanggung Jawab Meninjau permintaan pembelian spare part dari unit bisnis untuk memastikan kesesuaian kebutuhan operasional. Memantau posisi dan ketersediaan stok antar kebun/pabrik serta mengoordinasikan proses stock transfer bila diperlukan. Mengendalikan inventory level dan memastikan ketersediaan spare part untuk kebutuhan maintenance. Melakukan stock opname secara berkala bersama tim terkait untuk memastikan kesesuaian data fisik dan sistem. Menganalisis perputaran persediaan (slow moving, fast moving, dead stock) serta memberikan rekomendasi optimalisasi stok. Menyusun laporan persediaan secara berkala serta melakukan site visit ke unit operasional untuk monitoring inventory. Kualifikasi : Pendidikan minimal S1 Teknik Mesin atau Teknik Sipil. Memiliki pengalaman 2 tahun di bidang inventory/stock control; fresh graduate dipersilakan melamar dengan pengalaman magang di bidang inventory atau logistik. Memiliki kemampuan analisis data dan pengelolaan inventory yang baik. Mahir menggunakan Microsoft Office, khususnya Excel. Teliti, detail oriented, serta memiliki kemampuan organisasi dan administrasi yang baik. Bersedia melakukan site visit dengan intensitas tinggi ke unit operasional. Penempatan di Regional Office Medan",https://id.jobstreet.com/job/90741890?type=standard&ref=search-standalone&origin=cardTitle#sol=b35095fa2c4882285f761b6f56d500456644614f,data engineer
Medior/Senior Data Engineer (Web Scrapping),NucleusX B.V,South Denpasar,Rp 12.000.000 – Rp 18.000.000 per month,,4h ago,"Medior/Senior Data Engineer (Web Scrapping) 📍 Location: Denpasar, Bali, Indonesia (On-site) 💼 Employment Type: Full-time 💰 Salary: IDR 10M - 18M (depending on experience) About the Role We are looking for a Medior/Senior Data Engineer to join our team in Bali. In this role, you will play a key part in building and scaling production-grade web scrapers and supporting the Lead Data Engineer in technical decisions, project planning, and team coordination. You will also mentor junior and medior engineers while ensuring best practices are followed. Responsibilities Lead the development and maintenance of scalable, production-grade web scrapers. Design, build, and maintain reusable scraper libraries and frameworks. Define coding standards, workflows, and processes with the Lead Engineer. Implement robust monitoring, testing, and alerting systems to ensure reliability. Manage and optimize cloud infrastructure (AWS/GCP/Azure) for large-scale scraping workloads. Optimize compute, storage, and proxy usage for performance and cost efficiency. Mentor and review code of junior and medior engineers. Collaborate with stakeholders to prioritize backlog items and integrate scraper outputs into pipelines. Act as second in command to the Lead Data Engineer for technical and project support. Requirements Must-Have Skills: Strong proficiency in Python and SQL , with hands-on web scraping experience. Deep knowledge of frameworks like Scrapy, Playwright, Selenium , and anti-bot strategies. Experience designing reusable libraries, coding standards, and modular scraper frameworks. Proficiency with cloud infrastructure (AWS/GCP/Azure), including compute, storage, and security basics. Experience with Docker & Kubernetes for containerization and orchestration. Familiarity with CI/CD pipelines, Git workflows, and IaC tools (Terraform/CloudFormation). Strong debugging, performance tuning, and large-scale scraper optimization skills. Excellent English communication skills (written & verbal). Nice-to-Have Skills: Workflow orchestration (Airflow, Prefect, Dagster). Observability/monitoring tools (Prometheus, Grafana, CloudWatch, ELK). Cost optimization in cloud and proxy-heavy workloads. Knowledge of data governance, RBAC, and compliance. Exposure to downstream data engineering pipelines (ETL/ELT, APIs, databases). Why You’ll Love Working Here Be part of a data-driven company that values curiosity, precision, and impact. Collaborate with talented data engineers and analysts to solve real business challenges. Based in beautiful Bali , working directly on-site with a passionate and talented team. If relocating from other parts of Indonesia, we offer one-time reimbursement for flights and relocation expenses .",https://id.jobstreet.com/job/90741308?type=standard&ref=search-standalone&origin=cardTitle#sol=102cc2c4c6b3ae3d41230e17ba0120ce5db4a677,data engineer
Senior Data Center Mechanical Engineer,SM+,Jakarta,,,4h ago,"Supervise day-to-day operation and performance of data center cooling systems (CRAC/CRAH, chilled water, pumps, valves, controls) to meet uptime and environmental SLA. Lead troubleshooting and incident response for cooling/fire system alarms; execute SOP/MOP/EOP and ensure proper escalation until recovery. Supervise operation, inspection, and maintenance of fire detection & suppression systems (VESDA/smoke detection, FACP, clean agent, pre-action/sprinkler, fire pumps). Plan and control preventive & corrective maintenance activities, ensuring PTW/LOTO, risk assessment, and zero-impact execution on critical load. Monitor systems via BMS/DCIM, review trends (temp/humidity/pressure/flow), and take proactive actions to prevent failures. Manage vendors/contractors for HVAC and fire systems, ensuring SLA performance, quality work, and timely completion of deliverables. Maintain accurate documentation and reporting: maintenance logs, incident reports, RCA, compliance evidence, and improvement action tracking. Support commissioning, upgrades, and capacity expansion works, including testing of interlocks/cause & effect for critical systems. Responsibilities Bachelor’s in Mechanical Engineering, Building Services, or related field. Min. 5 years experience in mission-critical facilities (Data Center preferred) with hands-on exposure to cooling + fire systems. Strong knowledge of: CRAC/CRAH, chilled water loops, pumps, valves, controls logic, sensor calibration; Fire detection & suppression: VESDA, FACP, clean agent, pre-action/sprinkler system. Familiar with operational governance: SOP/MOP/EOP, LOTO, PTW, change management, RCA.",https://id.jobstreet.com/job/90724103?type=standard&ref=search-standalone&origin=cardTitle#sol=b95236c8a6c1ddf5d39b016523d08b07fc7ca088,data engineer
Data Modeler,PT Nityo Infotech,Central Jakarta,Rp 20.000.000 – Rp 25.000.000 per month,,5h ago,"Role Description: Data Modeler  play a key role in designing and implementing data models that support Omantel’s data-driven initiatives. As a Data Modeler, you will work closely with our data architects, data analysts, and business stakeholders to understand their data requirements and translate them into logical and physical data models. You will also be responsible for ensuring the accuracy, completeness, and consistency of our data models, as well as maintaining their documentation and metadata. Your expertise in data modeling tools and techniques, as well as your ability to communicate complex data concepts to non-technical stakeholders, will be critical to the success of our data-driven projects. Responsibilities ·         Develop and maintain complex data models for business data analysis and reporting purposes. ·         Collaborate with stakeholders and cross-functional teams to understand data requirements and design appropriate data models that align with business needs. ·         Evaluate and recommend data modeling tools and technologies to improve efficiency and accuracy of data modeling processes. ·         Create and maintain data dictionaries and metadata repositories to ensure consistency and integrity of data models. ·         Identify and resolve data model performance issues to optimize database performance and enhance overall system functionality. ·         Document and communicate data model designs and standards to ensure understanding and compliance across the organization. ·         Stay current with industry best practices and trends in data modeling and incorporate new techniques and methodologies into our data modeling processes. Required Skills & Experience Strong understanding of SQL and data modeling concepts Proficiency in data modeling tools such as PowerDesigner Experience in designing and implementing database structures Ability to create and maintain conceptual, logical, and physical data models Familiarity with data warehousing and ETL processes Knowledge of industry best practices for data modeling and database design Ability to collaborate with cross-functional teams to gather and analyze data requirements- Experience in performance tuning and optimization of database queries Strong analytical and problem-solving skills Excellent communication and documentation skills. Able to interact effectively both internally and externally. A self-starter",https://id.jobstreet.com/job/90740106?type=standard&ref=search-standalone&origin=cardTitle#sol=ff222b60da721baeecfcd0311f805c4a2aef9524,data engineer
Instrument Control & Automation Engineer,ParagonCorp,Jakarta,,,5h ago,"Deskripsi Pekerjaan Job Description Lead and execute automation initiatives across manufacturing lines to improve productivity, quality, and operational efficiency. Identify opportunities for process automation by conducting assessments on current manufacturing systems and workflows. Collaborate with cross-functional teams (Engineering, Production, Maintenance, Quality) to implement automation solutions end-to-end. Troubleshoot, optimize, and maintain existing automation equipment, systems, and software. Evaluate new technologies and propose continuous improvement projects aligned with manufacturing excellence goals. Monitor automation performance metrics and develop action plans to achieve operational targets. Support digitalization efforts within the manufacturing division, including system integration and data-driven improvement. Ensure compliance with safety, quality, and regulatory standards in all automation initiatives Requirement Minimum 3 years of experience in manufacturing technology, with hands-on involvement in automation projects. Strong understanding of automation systems (PLC, robotics, sensors, SCADA, machine integration, etc.). Demonstrated experience in process improvement, lean manufacturing, or continuous improvement initiatives. Ability to analyze system performance and propose data-driven enhancements. Strong collaboration and communication skills to work with cross-functional teams. Bachelor’s degree in Engineering (Electrical, Industrial, Mechanical, Mechatronics, or related fields). Proactive, curious mindset with passion for innovation and operational excellence. Experience in FMCG manufacturing is a plus.",https://id.jobstreet.com/job/90743566?type=standard&ref=search-standalone&origin=cardTitle#sol=e703fb056b2ccf6fc14e3ec95194eaa074cdb9ec,data engineer
Database Engineer (Telco),PT Nityo Infotech,Central Jakarta,Rp 20.000.000 – Rp 25.000.000 per month,,5h ago,"Role Overview The Mid-Senior Database Engineer (Telecom Domain) will lead the design, optimization, and governance of large-scale telecom databases across OSS/BSS, network analytics, and customer data platforms. This role requires deep telecom domain expertise, advanced SQL engineering, and hands-on experience with cloud-based data ecosystems. Key Responsibilities - Architect and optimize high-volume telecom databases (e.g., BigQuery, PostgreSQL, Oracle). - Lead TM Forum SID–aligned data modeling, metadata lineage creation, and governance. - Design scalable schemas for CDRs, subscriber data, network KPIs, billing, CRM and product catalog. - Drive performance tuning, query optimization, and data reliability engineering. - Implement high-availability, DR, RTO/RPO strategies for mission-critical telecom workloads. - Mentor junior engineers and support cross-functional Architecture/SME teams. - Oversee integration of DB layers with OSS/BSS, Data Lake, mediation, and analytics systems. - Ensure data security, access governance, and telecom compliance controls. - Lead root-cause analysis for performance degradation and production incidents. Required Skills & Experience - 5–9 years of experience in Database Engineering, with at least 3 years in telecom. - Strong SQL mastery, data modeling, and optimization skills. - Expertise in BigQuery, PostgreSQL, MySQL, Oracle or equivalent. - Deep understanding of OSS/BSS, telecom data domains, TM Forum SID. - Experience designing schemas for telecom datasets (CDRs, charging, billing, network KPIs). - Hands-on cloud experience (GCP preferred). - Knowledge of metadata/lineage tools (Erwin, Collibra). - Strong troubleshooting, analytical reasoning, and stakeholder communication. - Ability to lead design sessions and guide junior team members. Qualifications - Bachelor's or Master's degree in Computer Science, IT, Telecom, or related field. - Relevant cloud certification (GCP/AWS/Azure) preferred. - Telecom industry project experience is mandatory.",https://id.jobstreet.com/job/90740060?type=standard&ref=search-standalone&origin=cardTitle#sol=d8967270064893bb4e1769cc6e0672213dca6924,data engineer
Senior Data Engineer,PT. LOTTE INNOVATE INDONESIA,Cilegon,,,5h ago,"What you'll be doing Architect and implement data ingestion, processing, and storage pipelines using the latest technologies and best practices Develop efficient and reliable ETL (Extract, Transform, Load) processes to ensure data quality and consistency Optimise data storage, querying, and analysis capabilities to meet the evolving needs of our data-driven products and services Collaborate with cross-functional teams, including data scientists and business analysts, to understand and address their data requirements Monitor and maintain the performance and reliability of our data infrastructure, identifying and resolving issues as they arise Participate in the design and implementation of data governance policies and standards Stay up-to-date with the latest trends and technologies in the data engineering field, and implement innovative solutions to drive continuous improvement What we're looking for 8+ years of hands-on experience in data engineering, with a strong background in designing and building large-scale data pipelines Proficient in data engineering tools and technologies, such as Apache Spark, Kafka, Airflow, Hadoop, and cloud-based data platforms (e.g., AWS, GCP, Azure) Expertise in data modelling, data warehousing, and ETL processes, with a deep understanding of data architecture best practices Proven experience in optimising data processing and storage for performance and scalability Strong problem-solving and analytical skills, with the ability to translate business requirements into technical solutions Excellent communication and collaboration skills, with the ability to work effectively with cross-functional teams A bachelor's degree in Computer Science, Information Technology, or a related field",https://id.jobstreet.com/job/90739884?type=standard&ref=search-standalone&origin=cardTitle#sol=1d28f2969441fe751277247e7c81b50678e510f8,data engineer
IT Engineer/Manufacturing System Innovation,Daikin Industries Indonesia,Cikarang Pusat,,,5h ago,"Qualification: Bacheloor Degree in Information Engineering, Industrial Engineering, Machine Engineering, Mechatronics Engineering. 2–5 years of experience in software development for manufacturing/industrial systems. Proficiency in C# / .NET for industrial application development (desktop, service, API, or web-based systems). Experience in IoT system development , including data acquisition, device communication, and real-time monitoring. Understanding of MES (Manufacturing Execution System) : production tracking, machine status, OEE, traceability, and NG/defect data. Capable of communicating data with PLC (e.g., OPC UA, Modbus, Ethernet/IP, Profinet, Mitsubishi/Siemens/Omron protocol). Understanding of databases (SQL Server / MySQL / PostgreSQL), query optimization, and data modeling for production systems. Able to perform deep root cause analysis on production system problems, PLC communication issues, data mismatches, and performance bottlenecks. Accustomed to analyzing production data to find patterns, anomalies, and improvement opportunities. Able to read and understand manufacturing process flows and translate them into systems/applications. Knowledge of ISO 9001 / 14001 / 27001 / 45001 . Job Descriptions: Develop and maintain IoT, MES, and C#/.NET-based production systems according to factory operational needs. Design and implement IoT–PLC connections for machine data acquisition (status, alarms, cycle time, counters, process parameters). Handle troubleshooting on IoT systems, MES, PLC connections, and SAP integration that impact the production process. Conduct in-depth root cause analysis of system problems, data errors, latency, or software-related downtime. Identify opportunities for automation and digitalization to increase productivity, reduce NG, and minimize manual input. Develop monitoring features such as machine stop time, OEE, defect analysis, traceability, and maintenance data. Develop technical documentation , including system architecture, data flow, and user manuals. Coordinate with Production, Engineering, Maintenance, Quality, and IT to ensure the system meets process requirements.",https://id.jobstreet.com/job/90739814?type=standard&ref=search-standalone&origin=cardTitle#sol=8888166861fddc5d039a42198c11a2c3bb4d59ec,data engineer
Claim Non MV,PT Asuransi Bina Dana Arta Tbk,North Jakarta,,,5h ago,"Key Responsibilities: Manage claim intake, registration, survey, verification, analysis, and settlement process Conduct claim analysis and evaluation, including coordination with third parties Communicate with customers, loss adjusters, and investigators Monitor claim progress and follow up on pending cases Prepare weekly and monthly claim reports Provide recommendations for claim process improvements based on claim data analysis Handle and resolve customer complaints Competencies: Knowledge of Non-Motor (Non-MV) claims including PA, Travel, Liability, Property, Engineering, Cargo, and Miscellaneous Ability to review and interpret survey/loss adjuster reports Strong problem-solving skills Good communication skills Strong teamwork and collaboration High integrity and professionalism Understanding of legal aspects and OJK regulations related to claims Experience: Minimum 2 years of experience handling Non-MV claims Ability to coordinate with local and international reinsurance partners Proficient in Microsoft Office Familiarity with CARE system is a plus Educational background in insurance or engineering is preferred Professional certification is an advantage Candidates with professional certification are preferred.",https://id.jobstreet.com/job/90739234?type=standard&ref=search-standalone&origin=cardTitle#sol=7987494190213cbde8030f5c0e1ca9fb514ef2bf,data engineer
Tenant Relation Admin Staff,PT Puri Dibya Property,Depok,,,5h ago,"- Memberikan dukungan administrasi untuk Departemen Tenant Relation - Mengelola dan memelihara data tenant, kontrak, dokumen, serta sistem pengarsipan - Menyiapkan laporan, surat-menyurat, dan korespondensi resmi terkait tenant - Membantu memonitor perjanjian sewa, jadwal pembayaran, serta kelengkapan dokumen tenant - Berkoordinasi dengan departemen internal (Finance, Leasing, Engineering, dll.) terkait kebutuhan tenant - Mendukung komunikasi antara manajemen dan tenant untuk memastikan operasional berjalan lancar - Menangani pertanyaan atau permintaan informasi dari tenant secara tepat dan profesional - Membantu persiapan meeting tenant, event, dan briefing operasional - Memastikan seluruh dokumen dan data administrasi tersimpan dengan rapi dan ter-update",https://id.jobstreet.com/job/90738881?type=standard&ref=search-standalone&origin=cardTitle#sol=6db237021f2f0be38baeacef623c005df2af9d96,data engineer
PPIC and Logistic Engineer,PT Unified Advanced Battery System Indonesia,Cikarang,Rp 8.000.000 – Rp 9.500.000 per month,,6h ago,"1. Production Planning Develop, control, and adjust production plans based on forecasts, sales orders, production capacity, and material availability to ensure smooth production processes and on-time delivery to customers. 2. Material Requirement Planning Plan material requirements based on the production plan and ensure the availability of raw materials and packaging materials to support production activities. 3. Warehouse & Inventory Management Supervise the receiving, storage, inventory control, and distribution of raw materials, work-in-process (WIP), and finished goods (FG) for both internal use and customer delivery. 4. Inventory Control Manage and control inventory using the FIFO method and ensure the accuracy between physical stock and system data through regular stock opname / stock taking activities. 5. Logistics & Delivery Coordination Arrange and monitor the delivery process to customers to ensure shipments are made on time, in the correct quantity, and according to the required quality standards. 6. Cross-Department Coordination Coordinate with Purchasing, Production, Quality, and Sales departments to ensure material availability, smooth production processes, and fulfillment of customer demand. 7. Documentation & Reporting Ensure all documents related to goods receiving, goods issuance, delivery orders, and inventory reports are properly recorded and maintained in accordance with company procedures. 8. System & Administration Operate warehouse inventory systems and supporting applications such as Microsoft Excel, Microsoft Word, PowerPoint, and Accurate software for operational data management and reporting. 9. SOP & Continuous Improvement Prepare, control, and continuously improve Standard Operating Procedures (SOPs) related to PPIC and logistics activities to enhance operational efficiency.",https://id.jobstreet.com/job/90738347?type=standard&ref=search-standalone&origin=cardTitle#sol=f8891ac261526830a5280958f375d163abfd7aec,data engineer
Master Data Analyst,PT Amman Mineral Nusa Tenggara,West Sumbawa,,,6h ago,"Working Location : Site Based - West Sumbawa Working Schedule : Roster 4:2 Some of your duties will include: Maintain and manage asset and master data in SAP to ensure accuracy, consistency, and alignment with business requirements. Support the enhancement of asset management processes by ensuring data integrity and compliance with site requirements and industry best practices. Assist in developing, monitoring, and reporting on Asset Management (AM) KPIs using SAP to support data-driven decision-making. Ensure asset and master data within SAP is structured, standardized, and governed according to company policies and best practices. Collaborate with stakeholders to resolve data discrepancies in SAP and implement corrective actions where required. Assist in AM auditing processes by validating SAP data accuracy and ensuring compliance with asset management standards. Follow safe work practices in alignment with Amman EHS policies. Provide data insights and analysis through SAP to support asset management and operational decision-making. Strategic and Operational Accountabilities Assist in optimizing SAP master data management processes and tools to drive measurable business improvements. Engage with internal stakeholders to ensure SAP master data governance aligns with Amman’s strategy. Support data validation, cleansing, and maintenance within SAP CMMS and ERP systems. Assist in SAP issue resolution related to asset and master data management. Work closely with Procurement, Inventory, IS, and Project teams to optimize SAP data-related processes. Contribute to the continuous improvement of SAP asset data management strategies. Implement and maintain leading indicators for SAP data quality and governance. Reduce data inconsistencies and improve SAP master data integrity through proactive data management. What skills and experience do you need? 3+ years of experience in Master Data, Asset Management, or Maintenance with a focus on asset data management, auditing, and reporting in the Processing, Mining, or similar industries. Experience in SAP master data management, including creation, modification, validation, and governance. Training, certification, or hands-on experience in SAP engineering data management. 2+ years of experience working with SAP asset master data and reliability data in Processing, Mining, or similar industries. Hands-on experience with SAP master data maintenance, validation, and governance processes. Additional Personal Attributes Strong analytical skills with a detail-oriented approach to SAP data management. Effective communication and collaboration skills. Initiative-taking, adaptable, and willing to continuously improve SAP data processes. Ability to build positive working relationships across multiple teams. Passion for SAP data integrity, accuracy, and continuous improvement. Flexibility to adapt to changing SAP data requirements and business needs. Capability to work in both office and field environments as needed Please be aware of certain frauds or misinformation regarding recruitment advertising on behalf of amman.co.id We never ask for any payments whatsoever from applicants or candidates during the recruitment process. We never ask applicants or candidates to use specific travel agent services to make arrangements for transportation and accommodation during the recruitment process.",https://id.jobstreet.com/job/90738344?type=standard&ref=search-standalone&origin=cardTitle#sol=ea62201563185aeb77fe59df4f9361f4ea709c6a,data engineer
Process Engineer,PT Dover Chemical,Cilegon,,,6h ago,"Responsibilities: Design, optimize, and provide technical support for batch processing operations. Monitor, troubleshoot, and improve batch process performance Develop process documentation, including P&IDs, Heat & Material Balance (HMB), operating procedures, scale-up process and process simulations. Analyze process data to identify areas for improvement and implement data-driven solutions. Analyze and improve production processes to increase efficiency and reduce waste. Conduct feasibility studies, HAZOP, and risk assessments for new processes or process changes. Provide technical support during commissioning and startup of new projects. Ensure compliance with applicable safety, environmental, and industry regulations. Requirements: Bachelor’s Degree in Chemical Engineering or related field. Minimum 3 years of experience in batch processing or chemical plant operations. Hands-on experience with process design, scale-up, process control, and optimization (chemical, food & beverage, or pharmaceutical plants). Strong knowledge of thermodynamics, mass & heat transfer, and process equipment design. Ability to read and prepare technical documents such as P&ID, PFD, and process data sheets. Familiar with process simulation/design software. Familiarity with process safety standards, including HAZOP, HAZID, LOPA, and SIL concepts. Strong analytical, problem-solving, and project management skills. English proficiency preferred. Able to work independently, carefully, and in a team environment. Willing to be based in Merak, Banten. Full-time position. Subject : Process Engineer HUMAN RESOURCE DEPARTMENT PT DOVER CHEMICAL Jl. Raya Merak km.117 Ds. Gerem, Kec. Grogol, Merak – Cilegon 42438 Website: www.dovechem.co.id “Only shortlisted candidates will be processed“",https://id.jobstreet.com/job/90738015?type=standard&ref=search-standalone&origin=cardTitle#sol=43a6c105870f1ec2ca36aa11ae98dc8f9cd3dd20,data engineer
Facility Engineering (Mandarin Speaker),PT. STANDARD ENERGY INDONESIA,Cikarang Pusat,,,6h ago,"What you'll be doing Overseeing the maintenance, repair, and upgrades of electrical and electronic systems in the manufacturing facilities Analysing system performance data and identifying opportunities for optimisation and energy efficiency improvements Collaborating with cross-functional teams to plan and execute facility projects Providing technical guidance and support to production and maintenance personnel Ensuring compliance with relevant electrical and safety regulations Documenting and maintaining detailed records of all engineering activities Liaising with vendors and contractors to coordinate the delivery of engineering services What we're looking for Minimum 2 years of experience in a facility engineering or maintenance role, preferably in the manufacturing industry Strong understanding of control systems Proficiency in reading and interpreting technical documentation Excellent problem-solving and troubleshooting skills Fluency in Mandarin, both written and spoken Ability to work collaboratively in a team environment and communicate effectively with cross-functional stakeholders",https://id.jobstreet.com/job/90737061?type=standard&ref=search-standalone&origin=cardTitle#sol=dcb661c279e14a20a4e4f63b7f237a9f6c2e5481,data engineer
